gene_id,Mmus_C57-6J_EYE_FLT_Rep1_M23,Mmus_C57-6J_EYE_GC_Rep1_M33
ENSMUSG00000104337,0,0
ENSMUSG00000104338,0,0
ENSMUSG00000104339,138,85
ENSMUSG00000104340,1,0
ENSMUSG00000104341,0,0
ENSMUSG00000104342,4,11
ENSMUSG00000104343,32,13
ENSMUSG00000104344,117,90
ENSMUSG00000104345,0,0
ENSMUSG00000104346,1149,1043
ENSMUSG00000104347,6,0
ENSMUSG00000104348,29,8
ENSMUSG00000104349,0,0
ENSMUSG00000104350,0,0
ENSMUSG00000104351,0,2
ENSMUSG00000104352,0,0
ENSMUSG00000104354,1,0
ENSMUSG00000104355,0,0
ENSMUSG00000104356,0,0
ENSMUSG00000104358,4,0
ENSMUSG00000104360,1,0
ENSMUSG00000104361,0,0
ENSMUSG00000104362,2,4
ENSMUSG00000104363,0,1
ENSMUSG00000104364,0,0
ENSMUSG00000104365,0,0
ENSMUSG00000104366,0,0
ENSMUSG00000104367,4,0
ENSMUSG00000104368,0,0
ENSMUSG00000104369,158,88
ENSMUSG00000104370,0,0
ENSMUSG00000104371,26,19
ENSMUSG00000104373,0,0
ENSMUSG00000104374,18,12
ENSMUSG00000104375,0,0
ENSMUSG00000104376,1,0
ENSMUSG00000104377,0,1
ENSMUSG00000104378,70,49
ENSMUSG00000104379,89,71
ENSMUSG00000104380,0,0
ENSMUSG00000104381,0,0
ENSMUSG00000104382,0,0
ENSMUSG00000104383,42,37
ENSMUSG00000104384,0,0
ENSMUSG00000104385,0,0
ENSMUSG00000104386,0,0
ENSMUSG00000104388,94,71
ENSMUSG00000104390,1,0
ENSMUSG00000104391,42,29
ENSMUSG00000104392,35,20
ENSMUSG00000104393,0,0
ENSMUSG00000104394,196,123
ENSMUSG00000104395,0,0
ENSMUSG00000104396,4,1
ENSMUSG00000104397,0,0
ENSMUSG00000104398,45,27
ENSMUSG00000104399,6,3
ENSMUSG00000104400,30,14
ENSMUSG00000104401,0,1
ENSMUSG00000104402,16,11
ENSMUSG00000104403,0,0
ENSMUSG00000104404,0,0
ENSMUSG00000104405,11,6
ENSMUSG00000104406,52,14
ENSMUSG00000104407,0,0
ENSMUSG00000104408,0,0
ENSMUSG00000104409,0,0
ENSMUSG00000104410,2,0
ENSMUSG00000104411,116,45
ENSMUSG00000104412,0,0
ENSMUSG00000104413,0,0
ENSMUSG00000104414,0,0
ENSMUSG00000104415,4,2
ENSMUSG00000104416,3,2
ENSMUSG00000104417,0,0
ENSMUSG00000104418,0,5
ENSMUSG00000104419,0,0
ENSMUSG00000104420,14,9
ENSMUSG00000104422,0,0
ENSMUSG00000104423,0,0
ENSMUSG00000104424,0,0
ENSMUSG00000104425,0,0
ENSMUSG00000104426,0,0
ENSMUSG00000104427,0,0
ENSMUSG00000104428,0,0
ENSMUSG00000104429,0,0
ENSMUSG00000104430,0,0
ENSMUSG00000104431,0,0
ENSMUSG00000104432,39,26
ENSMUSG00000104433,2,0
ENSMUSG00000104434,0,0
ENSMUSG00000104435,9,5
ENSMUSG00000104436,47,47
ENSMUSG00000104437,0,0
ENSMUSG00000104438,0,0
ENSMUSG00000104439,0,0
ENSMUSG00000104440,0,0
ENSMUSG00000104441,0,0
ENSMUSG00000104442,0,0
ENSMUSG00000104443,6,4
ENSMUSG00000104444,0,0
ENSMUSG00000104445,142,140
ENSMUSG00000104446,0,0
ENSMUSG00000104448,0,0
ENSMUSG00000104449,43,18
ENSMUSG00000104450,0,0
ENSMUSG00000104451,0,0
ENSMUSG00000104452,0,0
ENSMUSG00000104453,70,66
ENSMUSG00000104454,8,3
ENSMUSG00000104455,0,0
ENSMUSG00000104456,0,0
ENSMUSG00000104457,0,0
ENSMUSG00000104459,37,30
ENSMUSG00000104460,0,0
ENSMUSG00000104461,0,0
ENSMUSG00000104462,11,2
ENSMUSG00000104464,0,0
ENSMUSG00000104465,0,1
ENSMUSG00000104466,0,0
ENSMUSG00000104467,32,13
ENSMUSG00000104468,0,0
ENSMUSG00000104469,77,57
ENSMUSG00000104470,0,0
ENSMUSG00000104471,0,0
ENSMUSG00000104472,0,0
ENSMUSG00000104473,0,0
ENSMUSG00000104474,0,0
ENSMUSG00000104476,48,33
ENSMUSG00000104477,0,0
ENSMUSG00000104478,1,6
ENSMUSG00000104479,49,39
ENSMUSG00000104480,0,0
ENSMUSG00000104481,0,0
ENSMUSG00000104482,0,0
ENSMUSG00000104484,0,0
ENSMUSG00000104485,1,0
ENSMUSG00000104486,2,2
ENSMUSG00000104487,0,0
ENSMUSG00000104488,0,1
ENSMUSG00000104489,0,0
ENSMUSG00000104490,0,0
ENSMUSG00000104491,0,0
ENSMUSG00000104493,22,17
ENSMUSG00000104494,0,0
ENSMUSG00000104496,12,9
ENSMUSG00000104497,0,0
ENSMUSG00000104498,15,19
ENSMUSG00000104499,0,0
ENSMUSG00000104500,0,0
ENSMUSG00000104501,43,29
ENSMUSG00000104502,0,0
ENSMUSG00000104503,120,100
ENSMUSG00000104504,0,0
ENSMUSG00000104505,0,0
ENSMUSG00000104506,0,0
ENSMUSG00000104507,1,2
ENSMUSG00000104508,0,0
ENSMUSG00000104509,0,0
ENSMUSG00000104510,0,0
ENSMUSG00000104511,0,0
ENSMUSG00000104512,4,3
ENSMUSG00000104513,0,0
ENSMUSG00000104514,0,0
ENSMUSG00000104515,0,0
ENSMUSG00000104516,13,18
ENSMUSG00000104517,0,4
ENSMUSG00000104518,0,0
ENSMUSG00000104519,10,2
ENSMUSG00000104520,1,1
ENSMUSG00000104521,0,0
ENSMUSG00000104522,0,0
ENSMUSG00000104523,0,1
ENSMUSG00000104524,42,42
ENSMUSG00000104525,430,276
ENSMUSG00000104526,0,0
ENSMUSG00000104527,0,0
ENSMUSG00000104528,4,1
ENSMUSG00000104529,0,1
ENSMUSG00000104530,0,0
ENSMUSG00000104531,0,0
ENSMUSG00000104532,0,0
ENSMUSG00000104533,0,0
ENSMUSG00000104534,0,0
ENSMUSG00000104535,0,3
ENSMUSG00000104536,0,0
ENSMUSG00000104537,0,0
ENSMUSG00000104538,0,0
ENSMUSG00000104539,0,0
ENSMUSG00000104540,0,0
ENSMUSG00000104541,0,0
ENSMUSG00000104542,0,0
ENSMUSG00000104543,0,0
ENSMUSG00000104544,0,0
ENSMUSG00000104545,2,0
ENSMUSG00000104546,232,132
ENSMUSG00000104547,49,41
ENSMUSG00000104548,100,65
ENSMUSG00000104549,0,0
ENSMUSG00000104550,5,2
ENSMUSG00000104551,0,0
ENSMUSG00000104552,0,0
ENSMUSG00000104553,0,0
ENSMUSG00000104554,7,5
ENSMUSG00000104555,0,0
ENSMUSG00000104556,0,0
ENSMUSG00000104557,0,0
ENSMUSG00000104558,0,0
ENSMUSG00000104559,2,9
ENSMUSG00000104560,0,0
ENSMUSG00000104561,0,0
ENSMUSG00000104562,11,3
ENSMUSG00000104563,32,13
ENSMUSG00000104564,0,1
ENSMUSG00000104566,0,0
ENSMUSG00000104567,0,0
ENSMUSG00000104568,1,0
ENSMUSG00000104569,11,9
ENSMUSG00000104570,0,0
ENSMUSG00000104571,369,209
ENSMUSG00000104572,0,0
ENSMUSG00000104573,0,0
ENSMUSG00000104574,2,0
ENSMUSG00000104575,0,0
ENSMUSG00000104576,19,13
ENSMUSG00000104577,2,1
ENSMUSG00000104578,0,0
ENSMUSG00000104579,0,0
ENSMUSG00000104580,0,0
ENSMUSG00000104581,4,5
ENSMUSG00000104582,0,0
ENSMUSG00000104583,27,6
ENSMUSG00000104584,0,0
ENSMUSG00000104585,0,0
ENSMUSG00000104586,8,2
ENSMUSG00000104587,0,0
ENSMUSG00000104588,3,0
ENSMUSG00000104589,0,0
ENSMUSG00000104590,0,0
ENSMUSG00000104591,7,6
ENSMUSG00000104592,0,0
ENSMUSG00000104593,0,0
ENSMUSG00000104594,0,0
ENSMUSG00000104595,0,0
ENSMUSG00000104596,0,0
ENSMUSG00000104597,125,65
ENSMUSG00000104598,0,0
ENSMUSG00000104599,0,0
ENSMUSG00000104600,0,1
ENSMUSG00000104601,0,0
ENSMUSG00000104602,0,0
ENSMUSG00000104603,0,0
ENSMUSG00000104604,0,0
ENSMUSG00000104605,14,6
ENSMUSG00000104606,0,0
ENSMUSG00000104607,0,0
ENSMUSG00000104608,11,7
ENSMUSG00000104609,0,0
ENSMUSG00000104610,0,0
ENSMUSG00000104612,2,1
ENSMUSG00000104613,0,0
ENSMUSG00000104614,0,0
ENSMUSG00000104615,2,4
ENSMUSG00000104616,1,3
ENSMUSG00000104617,0,0
ENSMUSG00000104618,0,0
ENSMUSG00000104619,0,0
ENSMUSG00000104620,0,0
ENSMUSG00000104621,11,6
ENSMUSG00000104622,0,0
ENSMUSG00000104623,0,1
ENSMUSG00000104624,0,0
ENSMUSG00000104625,47,13
ENSMUSG00000104626,15,7
ENSMUSG00000104627,0,0
ENSMUSG00000104628,0,0
ENSMUSG00000104629,0,0
ENSMUSG00000104630,0,0
ENSMUSG00000104631,13,9
ENSMUSG00000104632,5,4
ENSMUSG00000104633,12,5
ENSMUSG00000104634,0,2
ENSMUSG00000104635,0,0
ENSMUSG00000104636,0,0
ENSMUSG00000104637,0,0
ENSMUSG00000104638,0,0
ENSMUSG00000104639,14,8
ENSMUSG00000104640,0,0
ENSMUSG00000104641,28,28
ENSMUSG00000104642,4,3
ENSMUSG00000104643,0,0
ENSMUSG00000104644,0,0
ENSMUSG00000104645,0,0
ENSMUSG00000104646,0,0
ENSMUSG00000104647,0,0
ENSMUSG00000104648,0,2
ENSMUSG00000104649,8,6
ENSMUSG00000104650,0,0
ENSMUSG00000104651,8,2
ENSMUSG00000104652,0,0
ENSMUSG00000104653,0,0
ENSMUSG00000104654,0,0
ENSMUSG00000104655,65,34
ENSMUSG00000104656,0,0
ENSMUSG00000104657,0,0
ENSMUSG00000104658,0,0
ENSMUSG00000104659,0,0
ENSMUSG00000104660,1,0
ENSMUSG00000104661,91,32
ENSMUSG00000104662,19,12
ENSMUSG00000104663,0,0
ENSMUSG00000104664,0,0
ENSMUSG00000104665,0,0
ENSMUSG00000104666,0,0
ENSMUSG00000104667,0,3
ENSMUSG00000104668,5,1
ENSMUSG00000104669,0,0
ENSMUSG00000104670,0,0
ENSMUSG00000104671,28,18
ENSMUSG00000104672,16,7
ENSMUSG00000104673,0,0
ENSMUSG00000104674,0,0
ENSMUSG00000104675,8,9
ENSMUSG00000104676,12,13
ENSMUSG00000104677,0,0
ENSMUSG00000104678,0,0
ENSMUSG00000104679,0,0
ENSMUSG00000104680,0,0
ENSMUSG00000104681,0,0
ENSMUSG00000104682,30,33
ENSMUSG00000104683,0,0
ENSMUSG00000104684,4,7
ENSMUSG00000104685,0,0
ENSMUSG00000104686,13,12
ENSMUSG00000104687,44,26
ENSMUSG00000104688,0,0
ENSMUSG00000104689,0,0
ENSMUSG00000104690,130,0
ENSMUSG00000104691,0,0
ENSMUSG00000104692,0,0
ENSMUSG00000104693,64,71
ENSMUSG00000104694,0,0
ENSMUSG00000104695,4,4
ENSMUSG00000104696,212,113
ENSMUSG00000104697,0,0
ENSMUSG00000104698,0,0
ENSMUSG00000104699,2,2
ENSMUSG00000104700,0,0
ENSMUSG00000104701,40,25
ENSMUSG00000104702,0,0
ENSMUSG00000104703,0,0
ENSMUSG00000104704,8,9
ENSMUSG00000104705,2,0
ENSMUSG00000104706,98,50
ENSMUSG00000104707,0,0
ENSMUSG00000104708,12,12
ENSMUSG00000104709,33,9
ENSMUSG00000104710,0,0
ENSMUSG00000104711,0,0
ENSMUSG00000104712,0,0
ENSMUSG00000104713,669,557
ENSMUSG00000104714,0,0
ENSMUSG00000104715,0,0
ENSMUSG00000104716,0,0
ENSMUSG00000104717,0,0
ENSMUSG00000104718,0,0
ENSMUSG00000104719,2,1
ENSMUSG00000104720,9,12
ENSMUSG00000104721,5,6
ENSMUSG00000104722,0,0
ENSMUSG00000104723,0,2
ENSMUSG00000104724,48,52
ENSMUSG00000104725,0,0
ENSMUSG00000104726,0,0
ENSMUSG00000104727,0,0
ENSMUSG00000104728,56,38
ENSMUSG00000104729,0,0
ENSMUSG00000104730,0,0
ENSMUSG00000104731,0,0
ENSMUSG00000104732,0,0
ENSMUSG00000104733,0,0
ENSMUSG00000104734,0,0
ENSMUSG00000104735,107,59
ENSMUSG00000104736,4,0
ENSMUSG00000104737,13,20
ENSMUSG00000104738,0,0
ENSMUSG00000104739,0,0
ENSMUSG00000104740,1,0
ENSMUSG00000104741,0,0
ENSMUSG00000104742,0,0
ENSMUSG00000104743,0,0
ENSMUSG00000104744,0,0
ENSMUSG00000104745,10,9
ENSMUSG00000104746,0,0
ENSMUSG00000104747,0,0
ENSMUSG00000104748,18,11
ENSMUSG00000104749,0,0
ENSMUSG00000104750,0,0
ENSMUSG00000104751,0,0
ENSMUSG00000104752,0,0
ENSMUSG00000104753,0,0
ENSMUSG00000104754,0,0
ENSMUSG00000104755,0,0
ENSMUSG00000104756,0,1
ENSMUSG00000104757,0,0
ENSMUSG00000104758,0,0
ENSMUSG00000104759,0,0
ENSMUSG00000104760,0,0
ENSMUSG00000104761,32,32
ENSMUSG00000104762,0,0
ENSMUSG00000104763,7,2
ENSMUSG00000104764,4,0
ENSMUSG00000104765,1,1
ENSMUSG00000104766,0,0
ENSMUSG00000104767,0,0
ENSMUSG00000104768,0,0
ENSMUSG00000104769,0,0
ENSMUSG00000104770,0,0
ENSMUSG00000104771,0,0
ENSMUSG00000104772,0,0
ENSMUSG00000104773,0,0
ENSMUSG00000104774,0,0
ENSMUSG00000104775,0,0
ENSMUSG00000104776,0,0
ENSMUSG00000104777,0,0
ENSMUSG00000104778,0,0
ENSMUSG00000104779,2,0
ENSMUSG00000104780,0,0
ENSMUSG00000104781,1,0
ENSMUSG00000104782,0,0
ENSMUSG00000104783,0,0
ENSMUSG00000104784,41,34
ENSMUSG00000104785,0,0
ENSMUSG00000104786,4,2
ENSMUSG00000104787,0,0
ENSMUSG00000104788,0,2
ENSMUSG00000104789,0,0
ENSMUSG00000104790,0,0
ENSMUSG00000104791,0,0
ENSMUSG00000104792,0,0
ENSMUSG00000104793,0,3
ENSMUSG00000104794,0,0
ENSMUSG00000104795,23,16
ENSMUSG00000104796,0,0
ENSMUSG00000104797,0,0
ENSMUSG00000104798,0,0
ENSMUSG00000104799,0,0
ENSMUSG00000104800,0,0
ENSMUSG00000104801,1,4
ENSMUSG00000104802,15,15
ENSMUSG00000104803,0,0
ENSMUSG00000104804,0,0
ENSMUSG00000104805,0,0
ENSMUSG00000104806,11,25
ENSMUSG00000104807,0,0
ENSMUSG00000104808,0,0
ENSMUSG00000104809,0,0
ENSMUSG00000104810,3,5
ENSMUSG00000104811,0,0
ENSMUSG00000104812,0,0
ENSMUSG00000104813,0,0
ENSMUSG00000104814,82,56
ENSMUSG00000104815,0,0
ENSMUSG00000104816,0,0
ENSMUSG00000104817,0,0
ENSMUSG00000104818,0,0
ENSMUSG00000104819,0,0
ENSMUSG00000104820,0,0
ENSMUSG00000104821,22,18
ENSMUSG00000104822,7,6
ENSMUSG00000104823,33,19
ENSMUSG00000104824,1,0
ENSMUSG00000104825,0,0
ENSMUSG00000104826,0,0
ENSMUSG00000104827,0,0
ENSMUSG00000104828,0,1
ENSMUSG00000104829,0,0
ENSMUSG00000104830,25,15
ENSMUSG00000104831,0,0
ENSMUSG00000104832,0,0
ENSMUSG00000104833,0,1
ENSMUSG00000104834,0,0
ENSMUSG00000104835,1,0
ENSMUSG00000104836,0,0
ENSMUSG00000104837,0,0
ENSMUSG00000104838,0,0
ENSMUSG00000104839,0,0
ENSMUSG00000104840,0,0
ENSMUSG00000104841,2,0
ENSMUSG00000104842,0,0
ENSMUSG00000104843,0,0
ENSMUSG00000104844,0,0
ENSMUSG00000104845,0,0
ENSMUSG00000104846,0,0
ENSMUSG00000104847,0,0
ENSMUSG00000104848,0,0
ENSMUSG00000104849,0,0
ENSMUSG00000104850,15,4
ENSMUSG00000104851,21,17
ENSMUSG00000104852,80,34
ENSMUSG00000104853,0,0
ENSMUSG00000104854,0,0
ENSMUSG00000104855,0,0
ENSMUSG00000104856,0,0
ENSMUSG00000104857,0,0
ENSMUSG00000104858,0,0
ENSMUSG00000104859,0,1
ENSMUSG00000104860,13,10
ENSMUSG00000104861,1,3
ENSMUSG00000104862,0,0
ENSMUSG00000104863,0,0
ENSMUSG00000104864,0,1
ENSMUSG00000104865,0,0
ENSMUSG00000104866,0,0
ENSMUSG00000104867,11,6
ENSMUSG00000104868,107,52
ENSMUSG00000104869,6,6
ENSMUSG00000104870,0,1
ENSMUSG00000104871,23,13
ENSMUSG00000104872,0,0
ENSMUSG00000104873,12,9
ENSMUSG00000104874,18,14
ENSMUSG00000104875,0,0
ENSMUSG00000104876,1,2
ENSMUSG00000104877,24,29
ENSMUSG00000104878,0,0
ENSMUSG00000104879,0,0
ENSMUSG00000104880,0,0
ENSMUSG00000104881,0,0
ENSMUSG00000104882,2,2
ENSMUSG00000104883,0,0
ENSMUSG00000104884,0,0
ENSMUSG00000104885,0,0
ENSMUSG00000104886,0,0
ENSMUSG00000104887,0,0
ENSMUSG00000104888,7,4
ENSMUSG00000104889,0,0
ENSMUSG00000104890,0,0
ENSMUSG00000104891,23,16
ENSMUSG00000104892,0,0
ENSMUSG00000104893,0,0
ENSMUSG00000104894,0,0
ENSMUSG00000104895,0,0
ENSMUSG00000104896,277,195
ENSMUSG00000104897,17,7
ENSMUSG00000104898,0,0
ENSMUSG00000104899,0,0
ENSMUSG00000104900,4,1
ENSMUSG00000104901,19,22
ENSMUSG00000104902,0,0
ENSMUSG00000104903,51,48
ENSMUSG00000104904,1,1
ENSMUSG00000104905,29,40
ENSMUSG00000104906,7,4
ENSMUSG00000104908,0,0
ENSMUSG00000104909,0,0
ENSMUSG00000104910,38,54
ENSMUSG00000104911,0,0
ENSMUSG00000104912,14,20
ENSMUSG00000104913,189,150
ENSMUSG00000104914,0,0
ENSMUSG00000104915,0,0
ENSMUSG00000104916,1,0
ENSMUSG00000104917,16,16
ENSMUSG00000104918,1,0
ENSMUSG00000104919,8,2
ENSMUSG00000104920,2,0
ENSMUSG00000104921,0,0
ENSMUSG00000104922,0,0
ENSMUSG00000104923,2,0
ENSMUSG00000104924,0,0
ENSMUSG00000104925,28,21
ENSMUSG00000104926,0,0
ENSMUSG00000104927,0,0
ENSMUSG00000104928,0,0
ENSMUSG00000104929,25,13
ENSMUSG00000104930,0,0
ENSMUSG00000104931,0,0
ENSMUSG00000104932,0,0
ENSMUSG00000104933,0,0
ENSMUSG00000104934,0,0
ENSMUSG00000104935,0,0
ENSMUSG00000104936,37,28
ENSMUSG00000104937,0,0
ENSMUSG00000104938,29,12
ENSMUSG00000104939,0,1
ENSMUSG00000104940,13,4
ENSMUSG00000104941,0,0
ENSMUSG00000104942,0,0
ENSMUSG00000104943,7,4
ENSMUSG00000104944,0,0
ENSMUSG00000104945,33,29
ENSMUSG00000104946,0,0
ENSMUSG00000104947,11,9
ENSMUSG00000104948,0,0
ENSMUSG00000104949,0,0
ENSMUSG00000104950,165,101
ENSMUSG00000104951,14,4
ENSMUSG00000104952,2,0
ENSMUSG00000104953,0,3
ENSMUSG00000104954,1,0
ENSMUSG00000104955,0,0
ENSMUSG00000104956,0,0
ENSMUSG00000104957,0,0
ENSMUSG00000104958,0,0
ENSMUSG00000104959,0,1
ENSMUSG00000104960,736,816
ENSMUSG00000104961,1,0
ENSMUSG00000104962,0,0
ENSMUSG00000104963,90,83
ENSMUSG00000104964,2,0
ENSMUSG00000104965,192,139
ENSMUSG00000104966,116,125
ENSMUSG00000104967,0,0
ENSMUSG00000104968,0,0
ENSMUSG00000104969,80,34
ENSMUSG00000104970,4,4
ENSMUSG00000104971,0,0
ENSMUSG00000104972,0,0
ENSMUSG00000104973,91,66
ENSMUSG00000104974,8,7
ENSMUSG00000104975,0,0
ENSMUSG00000104976,0,0
ENSMUSG00000104978,1,0
ENSMUSG00000104979,0,0
ENSMUSG00000104980,0,0
ENSMUSG00000104981,0,0
ENSMUSG00000104982,0,0
ENSMUSG00000104983,37,40
ENSMUSG00000104984,0,0
ENSMUSG00000104985,3,2
ENSMUSG00000104986,12,14
ENSMUSG00000104987,0,0
ENSMUSG00000104988,97,79
ENSMUSG00000104989,0,0
ENSMUSG00000104990,26,28
ENSMUSG00000104991,0,0
ENSMUSG00000104992,0,2
ENSMUSG00000104993,0,0
ENSMUSG00000104994,30,10
ENSMUSG00000104995,0,0
ENSMUSG00000104996,0,0
ENSMUSG00000104997,0,0
ENSMUSG00000104998,0,0
ENSMUSG00000104999,12,6
ENSMUSG00000105000,0,0
ENSMUSG00000105001,0,0
ENSMUSG00000105002,0,0
ENSMUSG00000105003,4,0
ENSMUSG00000105004,23,11
ENSMUSG00000105005,0,0
ENSMUSG00000105006,23,30
ENSMUSG00000105007,0,0
ENSMUSG00000105008,0,0
ENSMUSG00000105009,3,0
ENSMUSG00000105010,0,0
ENSMUSG00000105011,7,7
ENSMUSG00000105012,0,0
ENSMUSG00000105013,1,0
ENSMUSG00000105014,0,0
ENSMUSG00000105015,0,0
ENSMUSG00000105016,0,0
ENSMUSG00000105017,0,0
ENSMUSG00000105018,0,0
ENSMUSG00000105019,4,0
ENSMUSG00000105020,0,0
ENSMUSG00000105021,18,6
ENSMUSG00000105022,0,0
ENSMUSG00000105023,0,0
ENSMUSG00000105024,0,0
ENSMUSG00000105025,0,0
ENSMUSG00000105026,0,0
ENSMUSG00000105027,3,0
ENSMUSG00000105028,0,0
ENSMUSG00000105029,0,0
ENSMUSG00000105030,2,0
ENSMUSG00000105031,0,3
ENSMUSG00000105032,0,0
ENSMUSG00000105033,11,11
ENSMUSG00000105034,0,0
ENSMUSG00000105035,0,0
ENSMUSG00000105036,0,0
ENSMUSG00000105037,0,0
ENSMUSG00000105038,0,0
ENSMUSG00000105039,13,4
ENSMUSG00000105040,0,0
ENSMUSG00000105041,8,1
ENSMUSG00000105042,0,0
ENSMUSG00000105043,0,0
ENSMUSG00000105044,1,6
ENSMUSG00000105045,0,0
ENSMUSG00000105046,0,0
ENSMUSG00000105047,0,0
ENSMUSG00000105048,17,7
ENSMUSG00000105049,7,4
ENSMUSG00000105050,23,9
ENSMUSG00000105051,0,0
ENSMUSG00000105052,0,0
ENSMUSG00000105053,14,70
ENSMUSG00000105054,0,0
ENSMUSG00000105055,80,69
ENSMUSG00000105056,0,0
ENSMUSG00000105057,2,2
ENSMUSG00000105058,1,2
ENSMUSG00000105059,7,11
ENSMUSG00000105060,0,0
ENSMUSG00000105061,0,0
ENSMUSG00000105062,2,3
ENSMUSG00000105063,46,29
ENSMUSG00000105064,0,0
ENSMUSG00000105065,8,6
ENSMUSG00000105066,0,0
ENSMUSG00000105067,0,0
ENSMUSG00000105068,0,0
ENSMUSG00000105070,0,0
ENSMUSG00000105071,78,66
ENSMUSG00000105072,0,2
ENSMUSG00000105073,0,0
ENSMUSG00000105074,0,0
ENSMUSG00000105075,0,0
ENSMUSG00000105076,467,349
ENSMUSG00000105077,0,0
ENSMUSG00000105078,2,2
ENSMUSG00000105079,4,1
ENSMUSG00000105080,0,0
ENSMUSG00000105081,18,18
ENSMUSG00000105082,0,0
ENSMUSG00000105083,15,4
ENSMUSG00000105084,24,16
ENSMUSG00000105085,0,0
ENSMUSG00000105086,12,9
ENSMUSG00000105087,4,1
ENSMUSG00000105088,1,0
ENSMUSG00000105089,0,0
ENSMUSG00000105090,0,0
ENSMUSG00000105091,0,0
ENSMUSG00000105092,0,0
ENSMUSG00000105093,0,0
ENSMUSG00000105094,0,0
ENSMUSG00000105095,32,20
ENSMUSG00000105096,13,13
ENSMUSG00000105097,0,0
ENSMUSG00000105098,0,0
ENSMUSG00000105099,0,0
ENSMUSG00000105100,0,0
ENSMUSG00000105101,0,0
ENSMUSG00000105102,0,0
ENSMUSG00000105103,2,0
ENSMUSG00000105104,0,0
ENSMUSG00000105105,0,0
ENSMUSG00000105106,1,0
ENSMUSG00000105107,11,18
ENSMUSG00000105108,0,0
ENSMUSG00000105109,2,0
ENSMUSG00000105110,0,0
ENSMUSG00000105111,0,0
ENSMUSG00000105112,139,123
ENSMUSG00000105113,0,0
ENSMUSG00000105114,0,0
ENSMUSG00000105115,277,195
ENSMUSG00000105116,0,0
ENSMUSG00000105117,0,0
ENSMUSG00000105118,0,0
ENSMUSG00000105119,53,20
ENSMUSG00000105120,0,0
ENSMUSG00000105121,0,0
ENSMUSG00000105122,0,0
ENSMUSG00000105123,0,0
ENSMUSG00000105124,195,168
ENSMUSG00000105125,0,0
ENSMUSG00000105126,0,0
ENSMUSG00000105127,3,0
ENSMUSG00000105128,1,0
ENSMUSG00000105129,0,0
ENSMUSG00000105130,1,3
ENSMUSG00000105131,0,0
ENSMUSG00000105132,0,0
ENSMUSG00000105133,0,0
ENSMUSG00000105134,9,2
ENSMUSG00000105135,148,98
ENSMUSG00000105136,12,11
ENSMUSG00000105137,57,30
ENSMUSG00000105138,0,0
ENSMUSG00000105139,22,19
ENSMUSG00000105140,1,0
ENSMUSG00000105141,0,0
ENSMUSG00000105142,0,0
ENSMUSG00000105143,0,0
ENSMUSG00000105144,0,0
ENSMUSG00000105145,0,0
ENSMUSG00000105146,0,0
ENSMUSG00000105147,0,0
ENSMUSG00000105148,16,13
ENSMUSG00000105149,5,5
ENSMUSG00000105150,0,0
ENSMUSG00000105151,0,0
ENSMUSG00000105152,0,0
ENSMUSG00000105153,0,0
ENSMUSG00000105154,0,0
ENSMUSG00000105155,0,0
ENSMUSG00000105156,6,0
ENSMUSG00000105157,0,0
ENSMUSG00000105158,0,0
ENSMUSG00000105159,0,0
ENSMUSG00000105160,0,0
ENSMUSG00000105161,40,19
ENSMUSG00000105162,0,0
ENSMUSG00000105163,0,0
ENSMUSG00000105164,0,0
ENSMUSG00000105165,0,0
ENSMUSG00000105166,0,0
ENSMUSG00000105167,0,0
ENSMUSG00000105168,2,1
ENSMUSG00000105169,0,0
ENSMUSG00000105170,0,0
ENSMUSG00000105171,0,0
ENSMUSG00000105172,0,0
ENSMUSG00000105173,0,0
ENSMUSG00000105174,1,0
ENSMUSG00000105175,0,0
ENSMUSG00000105176,282,197
ENSMUSG00000105177,0,0
ENSMUSG00000105178,0,0
ENSMUSG00000105179,81,73
ENSMUSG00000105180,0,0
ENSMUSG00000105181,0,0
ENSMUSG00000105182,0,0
ENSMUSG00000105183,0,0
ENSMUSG00000105184,21,8
ENSMUSG00000105185,0,0
ENSMUSG00000105186,28,13
ENSMUSG00000105187,0,0
ENSMUSG00000105188,0,0
ENSMUSG00000105189,0,0
ENSMUSG00000105190,0,0
ENSMUSG00000105191,0,0
ENSMUSG00000105192,0,0
ENSMUSG00000105193,0,0
ENSMUSG00000105194,0,0
ENSMUSG00000105195,22,9
ENSMUSG00000105196,0,0
ENSMUSG00000105197,0,0
ENSMUSG00000105198,0,0
ENSMUSG00000105199,262,212
ENSMUSG00000105200,0,0
ENSMUSG00000105201,101,76
ENSMUSG00000105202,55,49
ENSMUSG00000105203,12,8
ENSMUSG00000105204,0,0
ENSMUSG00000105205,0,0
ENSMUSG00000105206,0,0
ENSMUSG00000105207,5,0
ENSMUSG00000105208,0,0
ENSMUSG00000105209,0,0
ENSMUSG00000105210,0,0
ENSMUSG00000105211,0,0
ENSMUSG00000105212,0,0
ENSMUSG00000105213,0,0
ENSMUSG00000105214,0,0
ENSMUSG00000105215,0,0
ENSMUSG00000105216,0,0
ENSMUSG00000105217,17,15
ENSMUSG00000105218,6,2
ENSMUSG00000105219,0,0
ENSMUSG00000105220,0,0
ENSMUSG00000105221,0,0
ENSMUSG00000105222,0,0
ENSMUSG00000105223,0,0
ENSMUSG00000105224,3,6
ENSMUSG00000105225,0,0
ENSMUSG00000105226,5,2
